,disc,label,meta_G_GAS,meta_G_SOL,metric_Unnamed: 0,metric_energy,metric_maximize_distance,metric_maxtime,metric_minimize_activation,metric_minimize_passive_torques,metric_minimize_periodic_gait,metric_velocity
0,False,1,1.205,4.8759999999999994,0,0.6467089542434601,9.490481266331756,1701.0,355.3962915612876,184921.0974136977,129.0827692134799,1.1204407854165104
1,False,2,1.205,2.412,0,0.6467089542434601,8.820810193443355,1449.0,394.6951694175896,59176.762497937685,217.43184724171317,1.222544488861923
2,False,3,11.118,3.412,0,0.6467089542434601,22.71531373190492,3679.0,192.3098740958409,15628.259691623272,119.51367469587372,1.2368482770578713
3,False,4,0.974,6.34,0,0.6467089542434601,9.120476288888634,1675.0,357.5235185929756,193140.4719220066,993.5947925777403,1.0933886654415976
4,False,5,1.051,10.0,0,0.6467089542434601,6.938505272742603,1959.0,282.50798465408366,565383.035710279,753.6615901610451,0.7121531692112758
5,False,6,3.9720000000000004,6.34,0,0.6467089542434601,16.580393591216545,3145.0,224.3127737120311,70485.9628290189,20.613554972953345,1.0567303042141083
6,False,7,12.309000000000001,8.536,0,0.6467089542434601,9.465298220012397,2519.0,276.9956913558388,167200.37510679438,203.95646046375057,0.7542698144983427
7,False,8,1.1280000000000001,0.268,0,0.6467089542434601,11.733933689693648,2361.0,217.0798621074308,22897.063184307714,155.7596646677471,0.9970086273012456
8,False,9,3.9720000000000004,0.0,0,0.6467089542434601,9.928034176089175,3125.0,198.78855249597686,14327.9039146107,44.67146735719846,0.6378100063323067
9,False,10,1.436,2.144,0,0.6467089542434601,23.33655386083848,3395.0,171.3462589045291,22650.1845525465,56.60845992553216,1.3771461164020873
10,False,11,0.974,0.268,0,0.6467089542434601,5.729540038819335,1669.0,311.1943050891245,47767.77700412824,96.88937503663486,0.6909413216329021
11,False,12,1.59,1.34,0,0.6467089542434601,8.015863662237036,1337.0,419.6001818590474,67655.0361199481,701.5524298249295,1.2052695054006906
12,False,13,1.436,2.412,0,0.6467089542434601,18.94371629858588,2727.0,215.17930486130402,32646.71749411064,85.77059678607449,1.3923174262040556
13,True,14,8.736,1.8760000000000001,0,0.6467089542434601,27.887523891243358,4000.0,172.2773767057792,10393.130251115834,46.966543980149495,1.3961937435174427
14,False,15,11.118,7.804,0,0.6467089542434601,9.123456024180467,2023.0,340.6451252246684,159496.33818012272,311.5918436458901,0.9058838323970808
15,False,16,1.205,1.8760000000000001,0,0.6467089542434601,8.882444020833502,1431.0,395.4006505583025,60672.007167846816,711.4245297016736,1.2472303123159485
16,True,17,12.309000000000001,1.608,0,0.6467089542434601,28.36700706048048,4000.0,173.28146599869817,9823.845500511134,17.928645660201703,1.4201667033313068
17,True,18,5.163,0.0,0,0.6467089542434601,14.518606038296785,4000.0,166.43276424620302,8207.866455624506,31.17697173071447,0.7277812714937644
18,False,19,9.927,0.268,0,0.6467089542434601,5.740364317167662,1497.0,402.0509868795884,63762.23401342661,119.26919736937492,0.7718556625725462
19,False,20,9.927,0.536,0,0.6467089542434601,5.71173158099162,1555.0,380.3201387930196,60303.51449629626,166.09671987851004,0.7397682390429741
20,False,21,1.1280000000000001,7.071999999999999,0,0.6467089542434601,10.45088184566417,1949.0,315.66739665012176,241275.59691652015,516.7066197862839,1.0758671677623544
21,False,22,1.513,2.144,0,0.6467089542434601,24.136219450539645,3535.0,165.53715906557042,21952.46377079891,42.37426736119483,1.3679247749769472
22,False,23,1.359,8.536,0,0.6467089542434601,12.852289522015235,2287.0,278.30868746180334,97458.48428300793,325.37068414854804,1.1271455661828709
23,True,24,13.5,1.34,0,0.6467089542434601,26.40050327943784,4000.0,170.56908157908498,9427.833732593599,11.131884940564985,1.321846430292834
24,False,25,0.897,2.144,0,0.6467089542434601,12.935507590594733,1955.0,287.99961839776296,51524.904080507644,60.204250295498134,1.3267799921707677
25,False,26,11.118,2.412,0,0.6467089542434601,26.805824688033084,3817.0,185.7059645874627,15383.823877561415,28.546397420563807,1.4063061536506531
26,False,27,8.736,10.0,0,0.6467089542434601,8.85775499041407,1751.0,386.1065620420688,54492.15594876712,166.7249120642078,1.016048219676132
27,True,28,1.359,1.8760000000000001,0,0.6467089542434601,28.479979715070986,4000.0,141.94212477500602,15029.005822195124,44.243272555242484,1.4258150536433158
28,False,29,13.5,0.804,0,0.6467089542434601,6.865372560619407,1813.0,346.21221947477693,43754.24598979302,89.44555786001507,0.7614294874774047
29,False,30,6.354,0.804,0,0.6467089542434601,6.790575634958497,1901.0,328.18135373163904,38449.8867161664,75.50793320668612,0.7181660504637607
30,False,31,1.205,0.0,0,0.6467089542434601,9.333948577133613,2775.0,176.80666842201975,20192.32149867452,42.13207398117004,0.6751942182987173
31,False,32,1.59,8.536,0,0.6467089542434601,10.19683873490582,1835.0,344.75001440658684,110551.84950094807,112.97988183287235,1.1152430977178258
32,False,33,1.436,1.34,0,0.6467089542434601,8.023389751634285,1353.0,411.6190240680786,69133.93695350336,674.2842578213074,1.1908903714706216
33,True,34,7.545,1.608,0,0.6467089542434601,29.42933320968231,4000.0,171.3790412476441,9177.335835762518,28.03006626063561,1.4732803551088056
34,False,35,1.205,8.536,0,0.6467089542434601,10.390707017593915,1951.0,313.76370983657444,3679434.2669129916,418.9347712238873,1.0687081564301029
35,False,36,1.205,0.268,0,0.6467089542434601,5.760105685711945,1571.0,329.52417661443206,54772.71109061656,116.3315542562096,0.7382978299455368
36,False,37,0.82,5.6080000000000005,0,0.6467089542434601,7.167082029250457,1795.0,323.9333609235085,178138.02077024913,575.8758014039812,0.8023195102562526
37,True,38,6.354,1.34,0,0.6467089542434601,25.387911887901964,4000.0,164.56597558726696,12961.416372849895,20.359159316734825,1.271219392067955
38,True,39,3.9720000000000004,1.8760000000000001,0,0.6467089542434601,28.80649910982397,4000.0,167.1757215013871,9807.637587290925,22.97587800796415,1.4421402071232905
39,False,40,0.897,2.68,0,0.6467089542434601,9.096267962494162,1469.0,396.8808677137094,77734.97041943038,258.17247271120124,1.2437384443551531
40,False,41,1.436,4.144,0,0.6467089542434601,15.03876238706954,2669.0,232.26331783456448,733363.1585398186,44.18052493313481,1.129665035210761
41,False,42,1.513,1.608,0,0.6467089542434601,14.915085865795946,2207.0,252.02368684597062,32476.431834285137,40.07685358626964,1.3549141934258715
42,False,43,1.282,8.536,0,0.6467089542434601,10.051604697655018,1787.0,353.9794685620359,241081.97789112828,477.2333109222413,1.129447203683592
43,True,44,5.163,1.072,0,0.6467089542434601,23.227125943844122,4000.0,157.60888905606032,9632.869971971146,56.38879778299114,1.1631854965598465
44,False,45,12.309000000000001,4.8759999999999994,0,0.6467089542434601,23.168650536018337,3702.0,198.8885870366969,17702.606274807422,115.09492840560871,1.2536544599897277
45,False,46,2.781,5.6080000000000005,0,0.6467089542434601,11.554550456384751,2433.0,262.74404711149134,39423.24418704816,50.67133051721275,0.9526871818899622
46,False,47,0.897,2.412,0,0.6467089542434601,10.044005374068245,1549.0,375.4281169639946,76806.51012391063,195.8743729805656,1.3015430605368068
47,False,48,0.897,1.072,0,0.6467089542434601,24.247486316426286,3811.0,129.75924113259788,10469.961926873704,30.137927497416854,1.2744140160199915
48,False,49,8.736,5.6080000000000005,0,0.6467089542434601,15.750001005560913,2953.0,240.9262982594232,33679.180986538464,43.328459688347024,1.0691960028724714
49,False,50,9.927,1.8760000000000001,0,0.6467089542434601,22.34481417241903,3131.0,215.6710362727281,18343.942544260168,23.56846911232224,1.4300128638688168
50,False,51,0.897,0.0,0,0.6467089542434601,9.921825878275754,2061.0,252.920512125288,30562.79954926084,104.96843780279856,0.9665734715767741
51,False,52,8.736,7.804,0,0.6467089542434601,12.844465918596967,2111.0,329.4614823109686,58388.524291140675,53.43125670418031,1.2203688036612854
52,True,53,2.781,1.608,0,0.6467089542434601,29.285389258688078,4000.0,160.409436275219,10177.465078873704,13.464441175011912,1.46608351740098
53,False,54,6.354,0.536,0,0.6467089542434601,5.930880529352227,1841.0,332.72541937738964,41720.36168036416,236.24761721123247,0.6481298406127779
54,False,55,13.5,7.804,0,0.6467089542434601,10.538869587935967,2926.0,240.57831995951423,421939.36262607615,121.49467326020135,0.7228909001974545
55,False,56,1.436,1.608,0,0.6467089542434601,10.655153046502187,1669.0,334.7948412519365,57088.151154878666,138.17988689642974,1.2810471090634008
56,True,57,1.051,0.536,0,0.6467089542434601,14.267341244504989,4000.0,122.89287723550508,8134.906168817449,31.197512164097198,0.7152186599347534
57,False,58,8.736,0.268,0,0.6467089542434601,5.633319921882727,1487.0,395.9395824493358,63333.282444311604,151.265835880087,0.7623426663171348
58,False,59,8.736,0.536,0,0.6467089542434601,6.172063844760388,1895.0,325.9907038480933,39724.60227486008,190.76267677893003,0.6553198625592368
59,False,60,0.82,1.072,0,0.6467089542434601,12.110299122976981,1965.0,253.23072612774067,60244.63806323776,167.5101701624345,1.2358134583751834
60,False,61,2.781,7.071999999999999,0,0.6467089542434601,14.51613851855715,2651.0,251.22655766593346,32747.943469859412,117.56529090816572,1.0978264834736595
61,False,62,0.897,1.34,0,0.6467089542434601,11.016955394443901,1773.0,298.1887088088493,57876.585656667616,86.73674079224463,1.2465835100692724
62,False,63,1.1280000000000001,4.8759999999999994,0,0.6467089542434601,9.593802705389407,1719.0,342.08104826690175,212647.6623210822,127.43680006275507,1.1208599881577692
63,False,64,2.781,2.68,0,0.6467089542434601,13.489918642731235,2072.0,296.45196259362575,66193.72876963034,86.06774662404142,1.3056332222355655
64,True,65,2.781,1.8760000000000001,0,0.6467089542434601,28.28854783715777,4000.0,161.12131536670125,11216.656375946299,20.91372775244891,1.416243938303423
65,False,66,1.205,7.071999999999999,0,0.6467089542434601,6.035313994485817,1681.0,344.0455219777993,182977.52635383626,592.9697509083462,0.7222955717574113
66,True,67,12.309000000000001,2.144,0,0.6467089542434601,27.96118566416878,4000.0,176.8940540977346,10149.011501787338,11.257010232829918,1.399876648018489
67,True,68,8.736,4.8759999999999994,0,0.6467089542434601,26.927849803849696,4000.0,186.78029348711385,17446.094171446803,49.70489063388671,1.3482124382130287
68,False,69,1.359,5.6080000000000005,0,0.6467089542434601,9.517220505655741,1703.0,360.68051654562737,215950.8029052138,135.16167604289942,1.1216067236184992
69,False,70,8.736,0.0,0,0.6467089542434601,7.66814715107442,2403.0,265.940306528387,23983.031211079448,31.331377809936352,0.6410893780304714
70,False,71,3.9720000000000004,1.34,0,0.6467089542434601,9.59692524388017,1521.0,392.8108690223072,62606.04154799331,171.11830591975675,1.2660541940512644
71,False,72,6.354,0.268,0,0.6467089542434601,6.040198773003883,1924.0,324.89107411612736,38088.232326008285,60.253687859636834,0.6317374437017856
72,False,73,2.781,7.804,0,0.6467089542434601,10.582505829336739,2037.0,319.9010014977371,59687.94513719287,86.40717836006685,1.0428370976225467
73,False,74,13.5,10.0,0,0.6467089542434601,17.279777328246045,3533.0,213.21370311820576,30599.290530471317,68.71449404421453,0.9803852185857379
74,False,75,1.282,7.071999999999999,0,0.6467089542434601,15.731330859792562,2965.0,207.55058484719714,46647.53377817577,210.82945623925323,1.0638967772666696
75,True,76,7.545,1.34,0,0.6467089542434601,26.98952538655951,4000.0,167.70455813052882,9872.941509686812,35.25215201110064,1.3512960631672712
76,False,77,3.9720000000000004,0.536,0,0.6467089542434601,7.1254119284082496,2417.0,260.09034475561225,24319.41716017499,53.51684429282136,0.5927314109441504
77,False,78,1.205,1.34,0,0.6467089542434601,7.9768741062385455,1351.0,409.05028741489684,68868.66785114435,697.3721219349429,1.1862968145483874
78,False,79,1.1280000000000001,3.412,0,0.6467089542434601,11.638445541493844,1837.0,313.8489759623509,56062.82615500232,214.2216610626976,1.2712240298687492
79,False,80,9.927,10.0,0,0.6467089542434601,12.946126492931562,2655.0,276.6527192254623,149524.87482397063,23.9269680356073,0.9782906619789404
80,False,81,7.545,7.071999999999999,0,0.6467089542434601,9.064958590837461,1947.0,349.8253020384182,74059.41036281546,45.31696194720847,0.9345693802554912
81,False,82,0.974,2.68,0,0.6467089542434601,8.295608780032468,1359.0,428.0042135970232,99148.94771419103,401.7693825625746,1.2258540677968206
82,False,83,3.9720000000000004,9.268,0,0.6467089542434601,8.185757389794475,1647.0,385.09976223787385,61631.73161470213,344.23554421069184,0.9981192575124
83,False,84,9.927,5.6080000000000005,0,0.6467089542434601,14.307569866605101,2596.0,272.552458938626,34432.750826454096,97.95369744029672,1.1051010738354596
84,False,85,1.59,7.804,0,0.6467089542434601,9.058812868465113,2071.0,290.82302693310965,80908.55185731617,426.68226810949074,0.8783854810077673
85,False,86,8.736,7.071999999999999,0,0.6467089542434601,13.91663455653174,2723.0,261.67497836213465,65423.14642253916,32.06532940081969,1.024776509465004
86,False,87,8.736,9.268,0,0.6467089542434601,16.188118794731814,2809.0,264.20232827919756,40518.287053917586,41.759908132686604,1.155523854692037
87,False,88,11.118,1.072,0,0.6467089542434601,9.469511129367088,1603.0,392.2316027829688,47756.16717206984,187.60235684915776,1.1863312081628357
88,False,89,1.513,1.072,0,0.6467089542434601,7.9307171846426066,1377.0,404.2137991814362,67491.458637747,707.5435996111612,1.156693911669754
89,True,90,11.118,1.608,0,0.6467089542434601,29.651956341523647,4000.0,173.48076649627038,9113.430425806175,14.818126384561973,1.4844109551708686
90,False,91,5.163,0.804,0,0.6467089542434601,9.499687209381529,2777.0,221.4642491218431,17740.489853210296,63.876621490512456,0.6866897820026021
91,False,92,6.354,2.412,0,0.6467089542434601,23.43303208002021,3517.0,192.81672594658986,18346.136694842706,65.89212126749392,1.3345527521961256
92,False,93,5.163,1.34,0,0.6467089542434601,11.267876085698733,1709.0,353.7387374918373,48338.80776010219,120.4040511112923,1.3224497904490429
93,False,94,1.59,1.608,0,0.6467089542434601,11.99294158644356,1827.0,306.9475576566672,55941.87963688922,124.27097193169593,1.3165560034246144
94,False,95,7.545,4.144,0,0.6467089542434601,12.936192497159036,2061.0,329.9542499931996,43066.600339378725,103.80030218984152,1.2583840611067354
95,True,96,7.545,1.8760000000000001,0,0.6467089542434601,28.703421735135823,4000.0,172.45737527872345,9615.953547663092,33.380516541362105,1.4369865960694357
96,False,97,1.359,1.608,0,0.6467089542434601,10.230694812633038,1623.0,340.43722088114447,48423.595955801815,232.2124487560185,1.2652097074276625
97,False,98,0.82,4.144,0,0.6467089542434601,9.659692079264893,1669.0,348.9822069530902,299705.3968193605,117.27109350566064,1.162065818108449
98,False,99,1.59,1.8760000000000001,0,0.6467089542434601,24.53704659845825,3370.0,172.43023207265549,18655.675739245704,40.063243948492996,1.4583581847553728
99,False,100,1.051,0.268,0,0.6467089542434601,6.709084676113433,1799.0,286.437513757602,43665.89267251814,93.96484714190115,0.7499813082441255
100,False,101,0.974,1.8760000000000001,0,0.6467089542434601,19.659922715983544,2886.0,194.2438102412132,26270.151869307345,35.37498224451704,1.3649552968497056
101,False,102,1.513,8.536,0,0.6467089542434601,12.399760493242825,2289.0,283.62951862009896,198748.11270684304,248.2209708868016,1.0870046902722308
102,False,103,8.736,8.536,0,0.6467089542434601,11.366943760388985,2485.0,288.3202465430818,127331.74990542675,44.80563078983089,0.9178825700797888
103,False,104,1.436,1.072,0,0.6467089542434601,7.978976857357267,1401.0,395.14855179151397,65361.39500271546,683.4780383449013,1.144919170266718
104,False,105,0.82,7.071999999999999,0,0.6467089542434601,9.571224154213589,1717.0,351.1194042965745,271665.9998869865,153.07872797283105,1.1187532107420992
105,False,106,1.051,9.268,0,0.6467089542434601,8.414256585216584,1985.0,300.25727568915437,682223.2766995478,1199.995205228874,0.8513299514572622
106,False,107,3.9720000000000004,7.071999999999999,0,0.6467089542434601,15.288826282149179,2817.0,241.71142481453253,730990.8005747778,84.79227368655829,1.0881486301031462
107,False,108,0.897,6.34,0,0.6467089542434601,9.080938764261527,1681.0,354.62627918597417,223432.3288632332,978.8243391952252,1.0847830046528364
108,False,109,2.781,2.412,0,0.6467089542434601,11.258109261015122,2188.0,273.41991630917244,37353.17189419863,102.33808893858044,1.0324336380465071
109,False,110,7.545,2.68,0,0.6467089542434601,25.011823340714198,3625.0,190.20743107247554,15766.36957873088,30.79042969358879,1.382197788090626
110,False,111,3.9720000000000004,7.804,0,0.6467089542434601,14.658132050899358,3303.0,211.21622650558285,262026.3262793061,51.023749067774716,0.8900120653920127
111,False,112,5.163,10.0,0,0.6467089542434601,9.664004121160552,1871.0,351.6235542892434,76928.42664452603,72.78309129013327,1.036733414619721
112,True,113,3.9720000000000004,2.144,0,0.6467089542434601,29.492130804935694,4000.0,168.21808297640925,9499.833907671178,11.685688783885102,1.476420077885336
113,False,114,1.436,8.536,0,0.6467089542434601,11.308872785851054,2025.0,309.0157457793288,273505.31152211624,85.87573434770063,1.1206538230817096
114,False,115,11.118,9.268,0,0.6467089542434601,16.478105952865892,3297.0,228.74568014039247,78806.74147503059,23.938360612066184,1.001750053115776
115,False,116,11.118,0.268,0,0.6467089542434601,5.569788308401709,1531.0,392.5149098191259,59360.017680780125,88.82955518746607,0.7323410580190827
116,False,117,13.5,4.8759999999999994,0,0.6467089542434601,13.221924774547,2065.0,345.1210498940061,39517.315206404295,57.73758902913478,1.2837323988187073
117,False,118,1.282,3.412,0,0.6467089542434601,19.413466854029238,2949.0,199.23172000454517,36207.81907945575,59.905990657249326,1.3193525080976674
118,False,119,2.781,0.536,0,0.6467089542434601,7.5960069655734275,2625.0,238.87377663379812,20314.4533379465,42.54946825862258,0.5815307487183329
119,True,120,1.59,2.68,0,0.6467089542434601,25.81223880547545,4000.0,150.69042109866396,19437.463652114675,5.343311646221392,1.292434677182372
120,True,121,3.9720000000000004,5.6080000000000005,0,0.6467089542434601,26.495226510336074,4000.0,180.5412490644656,15140.068586156924,5.4831488674771975,1.326582355041508
121,False,122,0.82,0.536,0,0.6467089542434601,10.76472090193316,2110.0,234.31843092412498,29045.600707573285,91.01084128744759,1.0238335773656184
122,True,123,1.513,2.68,0,0.6467089542434601,25.517464973008085,4000.0,150.34786897225598,20135.524107788573,5.413064985824691,1.2776967224567413
123,True,124,3.9720000000000004,2.412,0,0.6467089542434601,25.941976614440193,4000.0,166.48063697150957,14126.871507791418,75.18446679904584,1.2989212433023027
124,False,125,1.513,4.144,0,0.6467089542434601,11.843777085911364,2129.0,291.0327938748933,164986.9288051829,150.43851007239667,1.1160552563181425
125,False,126,9.927,3.412,0,0.6467089542434601,23.502861283182696,3507.0,206.64764375458458,29286.9143652442,25.22418932511122,1.3423395367529132
126,False,127,1.051,6.34,0,0.6467089542434601,10.34325765575592,1921.0,307.7945615347892,82421.97244671668,660.9505867069943,1.0806792451183491
127,True,128,11.118,1.8760000000000001,0,0.6467089542434601,27.93341017675304,4000.0,173.8850228980792,11049.876059822698,24.64484539441841,1.3984879430829489
128,False,129,9.927,2.68,0,0.6467089542434601,21.19176541753773,3037.0,231.68399856557411,23536.67776518277,34.56179078263133,1.3983343821889709
129,False,130,2.781,1.072,0,0.6467089542434601,12.608143781202251,2039.0,293.90603762919466,31440.84694328056,88.32516090050564,1.2401579831375478
130,False,131,1.436,0.268,0,0.6467089542434601,8.762213151265657,2395.0,227.7044116890496,24101.521054945566,62.30215309033037,0.7347382753709275
131,False,132,1.359,0.536,0,0.6467089542434601,5.9250612095735375,1547.0,349.47286178306535,53810.368165337335,63.30631506676633,0.7707870194446602
132,True,133,3.9720000000000004,1.608,0,0.6467089542434601,23.907909586110296,4000.0,161.232057423999,21369.80642633867,21.232872297528374,1.1972229767991405
133,False,134,2.781,0.268,0,0.6467089542434601,7.521734105954722,2139.0,271.08867851208765,29805.85292666457,49.67973060043442,0.7066256570205768
134,False,135,1.513,6.34,0,0.6467089542434601,9.416723067027826,2429.0,248.01041426928714,168789.76562482366,205.92159781136138,0.7782738096707189
135,True,136,1.513,3.412,0,0.6467089542434601,25.17669683389839,4000.0,152.0607024241643,19198.851542187112,26.672276202742466,1.2606591673790115
136,False,137,11.118,4.144,0,0.6467089542434601,15.958689452945272,2471.0,292.07954883003816,30193.60473458718,29.391570939347123,1.2947338426384587
137,False,138,1.282,5.6080000000000005,0,0.6467089542434601,11.130778198240412,1923.0,315.8518479921775,393081.364650453,77.57721410306695,1.161935639938758
138,False,139,1.513,1.8760000000000001,0,0.6467089542434601,24.75288764015611,3527.0,164.13492794652728,15486.331088193609,46.230164313680774,1.40576324428745
139,True,140,8.736,6.34,0,0.6467089542434601,26.49979358510221,4000.0,193.3227886993382,14249.410383020224,5.931035858969334,1.3268106973626987
140,False,141,1.282,4.144,0,0.6467089542434601,12.798448182480698,2553.0,222.97191878057555,114532.25808218824,113.21337226960553,1.0051836613416918
141,False,142,1.205,1.072,0,0.6467089542434601,10.190684294411922,1710.0,310.61335721716944,55626.543307887776,139.64866144834363,1.1961678712737862
142,False,143,1.59,9.268,0,0.6467089542434601,12.121620995567255,2665.0,233.0074604724847,67400.23022264661,211.02806886104312,0.9124544625859292
143,True,144,6.354,5.6080000000000005,0,0.6467089542434601,26.768656957438136,4000.0,188.38502922644096,14001.791778733408,5.2263435254061745,1.3402531938546691
144,False,145,6.354,1.8760000000000001,0,0.6467089542434601,23.208802651173304,3199.0,207.23287581374734,18350.444092696478,55.02735793155489,1.453363540108118
145,False,146,6.354,2.68,0,0.6467089542434601,19.54018155937768,3283.0,205.4030455282724,16649.565087237745,61.9899646764091,1.1925399727253594
